Name,Age,Gender,Height,Occupation,Hobbies,Pets,Favorite Music Genre,Favorite Band or Artist,Preferred Movie/TV Genre,Physical Activity Frequency,Preferred Physical Activity,Vacation Type,Vacation Activities,Bucket List,Vices,Preferred Partner Gender,Preferred Physical Attributes,Preferred Age Range,Preferred Activity Level,Pet Friendly Importance,Child Friendly Importance,Deal Breakers
Deborah Flores,35,Non-binary,155 - 160 cm,Business,"Traveling, Gym, Reading, Hiking, Tv shows/Movies",Yes – Other pet(s),"Electronic, Hip-Hop/Rap, Classical",Richard Taylor,"Drama, Comedy, Horror/Thriller",I’m not very active,I don't do any physical activities,"Mountains, Seaside","Relaxing on the beach, Swimming/Water sports",Traveling to a new continent,"Regular alcohol consumption, None of the above",It doesn't matter,"Stylish/Well-groomed, No strong preference",46+,Highly active/Sporty,2,4,"None of the above, Smoking, Excessive drinking"
Mary Dennis,37,Male,150 - 155 cm,Engineer,Hiking,Yes – Multiple types,"Jazz/Blues, Pop",Heather Rodriguez,"Action/Adventure, Romance, Drama",Regularly (2–3 times a week),I don't do any physical activities,"Seaside, Countryside",Relaxing on the beach,Skydiving or bungee jumping,None of the above,Prefer not to say,Tall,No preference,Highly active/Sporty,2,3,"Lack of ambition, Poor hygiene"
Jill Johnson,38,Male,185 - 190 cm,Engineer,"Reading, Traveling, Sports, Cars/Motorbikes, Playing musical instruments",Yes – Other pet(s),"Rock, Electronic, Jazz/Blues",Dr. Amanda Meyer,"Science Fiction/Fantasy, Romance, Drama",Frequently (more than 3 times a week),"Yoga/Pilates, I don't do any physical activities",Mountains,Relaxing on the beach,"Traveling to a new continent, Running a marathon",Regular alcohol consumption,Male,Tall,18–25,Not very active,5,3,"Smoking, Lack of ambition, Excessive drinking"
Laurie Garcia,41,Non-binary,190 - 195 cm,Teacher,"Socializing, Cooking/Baking, Sports, Reading",Yes – Other pet(s),"Manele, Jazz/Blues",Grant Cox,"Comedy, Horror/Thriller",Regularly (2–3 times a week),"Swimming/Water sports, Gym/Fitness classes",City breaks,"Relaxing on the beach, Hiking/Outdoor adventures",Traveling to a new continent,Gambling,It doesn't matter,"No strong preference, Athletic build",36–45,Not very active,3,5,Disrespectful behavior
Charles Cummings,34,Non-binary,165 - 170 cm,IT Professional,"Playing musical instruments, Socializing",No,Hip-Hop/Rap,Lacey Shah,Romance,Regularly (2–3 times a week),Running/Jogging,"Countryside, Adventure travel","Relaxing on the beach, Sightseeing/Cultural tours","Skydiving or bungee jumping, Traveling to a new continent","Gambling, Smoking",Male,"No strong preference, Athletic build",No preference,Not very active,5,2,"Excessive drinking, Disrespectful behavior, Smoking"
Anthony Jones,24,Prefer not to say,155 - 160 cm,Engineer,"Cooking/Baking, Sports","No, but I would love to","Jazz/Blues, Manele",Julia Davis,"Action/Adventure, Horror/Thriller, Romance",Occasionally (once a week or less),Team sports,Seaside,"Sightseeing/Cultural tours, Relaxing on the beach","Starting your own business, Learning a new language, Skydiving or bungee jumping",Gambling,Prefer not to say,Athletic build,36–45,Highly active/Sporty,2,1,"Lack of ambition, Poor hygiene, None of the above"
Donna Martin,19,Female,175 - 180 cm,IT Professional,Sports,Yes – Other pet(s),"Electronic, Hip-Hop/Rap",David Yang,"Action/Adventure, Drama, Romance",Occasionally (once a week or less),"Yoga/Pilates, Swimming/Water sports",Countryside,Hiking/Outdoor adventures,"Learning a new language, Skydiving or bungee jumping, Traveling to a new continent",None of the above,Male,Tall,36–45,No preference,2,1,"Excessive drinking, Disrespectful behavior, Poor hygiene"
Corey Green,19,Prefer not to say,170 - 175 cm,IT Professional,"Gym, Cars/Motorbikes",No,"Manele, Rock",Willie Stevens,"Horror/Thriller, Romance",Regularly (2–3 times a week),"Gym/Fitness classes, Swimming/Water sports","Seaside, No strong preference","Swimming/Water sports, Sightseeing/Cultural tours","Skydiving or bungee jumping, Learning a new language",Gambling,Female,"Natural look, Stylish/Well-groomed",18–25,Not very active,4,2,"Excessive drinking, Lack of ambition"
Whitney Reed,34,Male,190 - 195 cm,Student,"Tv shows/Movies, Gaming, Hiking, Gym",Yes – Multiple types,"Jazz/Blues, Rock",Amanda Fischer,"Horror/Thriller, Comedy, Romance",I’m not very active,Swimming/Water sports,Mountains,Hiking/Outdoor adventures,"Traveling to a new continent, Learning a new language, Starting your own business","Regular alcohol consumption, Smoking",Male,"Stylish/Well-groomed, Athletic build",46+,Moderately active,4,1,Smoking
Danielle Vaughn DVM,49,Female,175 - 180 cm,Artist,"Sports, Reading","No, but I would love to","Rock, Classical",Heather Hartman,"Drama, Romance",Occasionally (once a week or less),"Swimming/Water sports, Yoga/Pilates",Adventure travel,Hiking/Outdoor adventures,"Skydiving or bungee jumping, Learning a new language, Running a marathon",None of the above,It doesn't matter,Tall,36–45,Not very active,5,5,Smoking
Steven Evans,23,Female,160 - 165 cm,Artist,Reading,"No, but I would love to","Jazz/Blues, Rock, Manele",James King,"Science Fiction/Fantasy, Romance",Occasionally (once a week or less),Team sports,City breaks,Swimming/Water sports,"Running a marathon, Traveling to a new continent, Learning a new language","None of the above, Regular alcohol consumption",Prefer not to say,No strong preference,36–45,Moderately active,2,1,"Lack of ambition, Poor hygiene, None of the above"
Brooke Jordan,36,Male,175 - 180 cm,Business,"Reading, Tv shows/Movies, Cooking/Baking",No,"Classical, Jazz/Blues",Briana Byrd,Comedy,Occasionally (once a week or less),Yoga/Pilates,"No strong preference, Seaside","Swimming/Water sports, Relaxing on the beach","Learning a new language, Traveling to a new continent, Running a marathon",Smoking,Prefer not to say,"Stylish/Well-groomed, No strong preference",26–35,Not very active,3,1,Excessive drinking
Brooke Ford,40,Prefer not to say,180 - 185 cm,Teacher,"Sports, Hiking, Cars/Motorbikes, Playing musical instruments",Yes – Multiple types,"Rock, Jazz/Blues",Jill Davis,"Action/Adventure, Drama, Comedy",Occasionally (once a week or less),"I don't do any physical activities, Yoga/Pilates",Countryside,"Hiking/Outdoor adventures, Sightseeing/Cultural tours","Learning a new language, Traveling to a new continent",Prefer not to say,Female,Stylish/Well-groomed,46+,Moderately active,1,3,Excessive drinking
Cynthia Smith,27,Female,175 - 180 cm,Teacher,Cooking/Baking,Yes – Other pet(s),Rock,Kayla Clark,"Horror/Thriller, Science Fiction/Fantasy, Action/Adventure",Regularly (2–3 times a week),"Yoga/Pilates, Swimming/Water sports",No strong preference,"Sightseeing/Cultural tours, Hiking/Outdoor adventures","Starting your own business, Learning a new language, Running a marathon","None of the above, Regular alcohol consumption",Female,Natural look,36–45,Moderately active,1,3,"Excessive drinking, None of the above"
Benjamin Willis,49,Non-binary,200+ cm,Other,"Hiking, Cars/Motorbikes",Yes – Multiple types,"Hip-Hop/Rap, Pop, Electronic",Holly Davis,"Drama, Romance",I’m not very active,I don't do any physical activities,Mountains,"Sightseeing/Cultural tours, Swimming/Water sports","Starting your own business, Running a marathon, Learning a new language","Gambling, None of the above",Female,Natural look,18–25,No preference,1,3,"Poor hygiene, Smoking"
Caitlin Williams,21,Male,150 - 155 cm,Student,"Gaming, Gym, Hiking, Traveling, Sports",No,Pop,Raymond Rivera,"Drama, Science Fiction/Fantasy, Comedy",Regularly (2–3 times a week),Team sports,"Adventure travel, Mountains","Hiking/Outdoor adventures, Sightseeing/Cultural tours","Skydiving or bungee jumping, Learning a new language, Running a marathon","Gambling, Regular alcohol consumption",Male,"Stylish/Well-groomed, Natural look",18–25,Not very active,5,2,"None of the above, Smoking, Poor hygiene"
Cynthia Butler,27,Non-binary,185 - 190 cm,Teacher,"Playing musical instruments, Socializing, Gaming, Sports","No, but I would love to","Pop, Jazz/Blues",Randy Kennedy,"Romance, Drama",Occasionally (once a week or less),Yoga/Pilates,"No strong preference, Seaside",Hiking/Outdoor adventures,"Running a marathon, Traveling to a new continent",None of the above,Male,"Natural look, Athletic build",18–25,Highly active/Sporty,4,5,"Excessive drinking, None of the above, Lack of ambition"
Shane Harris,33,Female,150 - 155 cm,Student,Gym,Yes – Cat(s),"Rock, Classical, Electronic",Heather Baker,"Drama, Romance, Action/Adventure",Regularly (2–3 times a week),"Yoga/Pilates, Team sports","Adventure travel, Countryside","Relaxing on the beach, Swimming/Water sports","Running a marathon, Skydiving or bungee jumping, Traveling to a new continent","None of the above, Gambling",It doesn't matter,"Stylish/Well-groomed, No strong preference",36–45,Highly active/Sporty,2,1,Poor hygiene
Frederick Gordon,22,Prefer not to say,180 - 185 cm,Student,"Sports, Reading, Playing musical instruments",Yes – Dog(s),"Hip-Hop/Rap, Electronic, Rock",Samuel Moody,"Science Fiction/Fantasy, Comedy",I’m not very active,"Yoga/Pilates, Team sports",Seaside,Swimming/Water sports,"Traveling to a new continent, Learning a new language",Gambling,It doesn't matter,No strong preference,No preference,Moderately active,2,2,"Poor hygiene, Smoking"
David Washington,23,Prefer not to say,180 - 185 cm,Business,"Hiking, Tv shows/Movies, Cooking/Baking, Socializing, Gym","No, but I would love to",Jazz/Blues,Darren Jackson,"Drama, Action/Adventure, Romance",Frequently (more than 3 times a week),Running/Jogging,"Countryside, City breaks",Swimming/Water sports,Traveling to a new continent,"Regular alcohol consumption, Smoking",Female,No strong preference,46+,No preference,4,3,Smoking
James Patrick,36,Non-binary,180 - 185 cm,Artist,"Socializing, Cooking/Baking, Gym, Hiking, Playing musical instruments",Yes – Dog(s),"Manele, Pop",Carl Jones,Comedy,Regularly (2–3 times a week),"Swimming/Water sports, Yoga/Pilates","Adventure travel, Seaside","Swimming/Water sports, Hiking/Outdoor adventures","Starting your own business, Running a marathon",None of the above,It doesn't matter,"Stylish/Well-groomed, No strong preference",No preference,Moderately active,4,3,"None of the above, Excessive drinking, Disrespectful behavior"
Ryan Brown,35,Prefer not to say,170 - 175 cm,Teacher,Playing musical instruments,Yes – Cat(s),"Rock, Jazz/Blues",Desiree Hoffman,"Romance, Drama",Regularly (2–3 times a week),Yoga/Pilates,Mountains,Swimming/Water sports,"Skydiving or bungee jumping, Running a marathon, Traveling to a new continent",Regular alcohol consumption,It doesn't matter,Natural look,18–25,Highly active/Sporty,1,1,"Disrespectful behavior, Lack of ambition"
Michelle Haynes,29,Prefer not to say,170 - 175 cm,Other,"Hiking, Cooking/Baking, Cars/Motorbikes, Playing musical instruments",No,"Jazz/Blues, Manele",Denise Daniels,Horror/Thriller,Occasionally (once a week or less),Gym/Fitness classes,Seaside,"Swimming/Water sports, Relaxing on the beach",Running a marathon,"None of the above, Regular alcohol consumption",Female,Tall,36–45,Highly active/Sporty,3,2,Disrespectful behavior
Kendra Sutton,42,Male,180 - 185 cm,Healthcare,"Playing musical instruments, Cooking/Baking, Traveling",Yes – Cat(s),Jazz/Blues,Michele Jordan,"Horror/Thriller, Science Fiction/Fantasy, Action/Adventure",Occasionally (once a week or less),Gym/Fitness classes,Seaside,"Relaxing on the beach, Hiking/Outdoor adventures",Traveling to a new continent,None of the above,Prefer not to say,"Stylish/Well-groomed, Tall",36–45,Not very active,1,4,Excessive drinking
Katherine Owens,39,Female,160 - 165 cm,Engineer,"Socializing, Tv shows/Movies, Playing musical instruments",Yes – Cat(s),"Jazz/Blues, Rock",Amy Taylor,"Drama, Comedy, Romance",Regularly (2–3 times a week),"Gym/Fitness classes, Running/Jogging",Seaside,Hiking/Outdoor adventures,"Running a marathon, Learning a new language",None of the above,Male,Athletic build,No preference,No preference,2,1,Disrespectful behavior
John Bailey,45,Non-binary,175 - 180 cm,Business,"Cooking/Baking, Gym, Sports, Playing musical instruments, Socializing",Yes – Dog(s),"Electronic, Pop",Kimberly Watts,"Horror/Thriller, Science Fiction/Fantasy, Action/Adventure",Frequently (more than 3 times a week),"Team sports, Running/Jogging","Seaside, Countryside","Sightseeing/Cultural tours, Relaxing on the beach","Starting your own business, Learning a new language",Smoking,It doesn't matter,"Tall, Stylish/Well-groomed",36–45,Highly active/Sporty,1,1,"Excessive drinking, Lack of ambition, Disrespectful behavior"
Daniel Larsen,30,Male,185 - 190 cm,Other,"Reading, Hiking, Sports, Gaming, Traveling",Yes – Dog(s),Manele,Tyler Price,"Drama, Romance",I’m not very active,"I don't do any physical activities, Yoga/Pilates",Seaside,Relaxing on the beach,Starting your own business,None of the above,It doesn't matter,"No strong preference, Athletic build",26–35,Not very active,5,3,"Disrespectful behavior, Lack of ambition, None of the above"
Kelly Ryan,29,Non-binary,175 - 180 cm,Artist,"Music/Art, Traveling, Sports, Hiking",Yes – Multiple types,"Manele, Pop, Hip-Hop/Rap",Randy Smith,"Science Fiction/Fantasy, Horror/Thriller",Regularly (2–3 times a week),Yoga/Pilates,"Mountains, Countryside",Sightseeing/Cultural tours,Skydiving or bungee jumping,"Gambling, Smoking",Female,"Athletic build, Natural look",18–25,No preference,2,2,"Lack of ambition, None of the above"
Amanda Scott,41,Non-binary,150 - 155 cm,Engineer,"Gym, Playing musical instruments, Tv shows/Movies, Cooking/Baking",Yes – Dog(s),"Electronic, Manele",Dr. Scott Garcia,"Romance, Comedy, Action/Adventure",Regularly (2–3 times a week),Gym/Fitness classes,No strong preference,"Swimming/Water sports, Sightseeing/Cultural tours",Traveling to a new continent,"Prefer not to say, Smoking",Prefer not to say,"Stylish/Well-groomed, No strong preference",18–25,Not very active,5,1,"Lack of ambition, None of the above, Poor hygiene"
Mary Potts,28,Non-binary,185 - 190 cm,Engineer,"Gaming, Reading","No, but I would love to","Classical, Pop",Christine James,"Drama, Science Fiction/Fantasy, Comedy",I’m not very active,"Team sports, I don't do any physical activities","City breaks, Countryside","Hiking/Outdoor adventures, Swimming/Water sports","Skydiving or bungee jumping, Running a marathon",Regular alcohol consumption,Male,"Athletic build, Tall",46+,Highly active/Sporty,5,1,Poor hygiene
Carl Scott,21,Non-binary,160 - 165 cm,Business,"Sports, Cooking/Baking, Socializing, Traveling",Yes – Multiple types,"Jazz/Blues, Rock",John Dunn,"Drama, Horror/Thriller",Regularly (2–3 times a week),Running/Jogging,"Adventure travel, No strong preference","Swimming/Water sports, Relaxing on the beach","Running a marathon, Learning a new language, Traveling to a new continent",Regular alcohol consumption,It doesn't matter,Athletic build,36–45,No preference,3,2,Lack of ambition
Michael Anderson,26,Female,190 - 195 cm,Business,Gaming,Yes – Dog(s),Classical,Jamie Smith,"Science Fiction/Fantasy, Action/Adventure",I’m not very active,Yoga/Pilates,"Adventure travel, No strong preference",Relaxing on the beach,Skydiving or bungee jumping,"None of the above, Regular alcohol consumption",It doesn't matter,No strong preference,26–35,Highly active/Sporty,4,3,"Excessive drinking, Poor hygiene"
Richard Burton,32,Female,165 - 170 cm,Other,"Reading, Tv shows/Movies, Socializing, Hiking",Yes – Dog(s),"Jazz/Blues, Manele, Classical",Thomas Ortiz,"Action/Adventure, Horror/Thriller",Occasionally (once a week or less),"Swimming/Water sports, Gym/Fitness classes",Mountains,"Swimming/Water sports, Relaxing on the beach",Learning a new language,Smoking,Female,"Tall, No strong preference",No preference,Not very active,1,5,"Lack of ambition, Disrespectful behavior, Poor hygiene"
Jenna Mitchell,45,Female,195 - 200 cm,Healthcare,"Socializing, Tv shows/Movies, Music/Art, Gaming",Yes – Multiple types,"Classical, Electronic",Anita Powell,"Science Fiction/Fantasy, Horror/Thriller, Romance",Frequently (more than 3 times a week),Running/Jogging,"City breaks, Seaside",Swimming/Water sports,"Traveling to a new continent, Skydiving or bungee jumping, Learning a new language",Smoking,It doesn't matter,Natural look,18–25,Not very active,1,1,"Disrespectful behavior, Smoking"
